etat_actuel,daily,198930,19
etat_actuel,monthly,198930,19
etat_actuel,yearly,198930,19
scenario_1,yearly,551,19
scenario_2,yearly,551,19
scenario_3,yearly,551,19
scenario_4,yearly,551,19
ssp126,daily,344660,19
ssp126,monthly,203718,19
ssp126,yearly,199329,19
ssp245,daily,344660,19
ssp245,monthly,203718,19
ssp245,yearly,199329,19
ssp585,daily,344660,19
ssp585,monthly,203718,19
ssp585,yearly,199329,19
